"Taxonomy_ID","Organism_Name","Host","GC_content","Size_Kb","Number_Of_Proteins"
1327972,"Cellulophaga phage phi17:2","bacteria",32.7,145.343,198
2558604,"Streptococcus satellite phage Javan281","bacteria",36.3,14.56,24
1141625,"Murine astrovirus","vertebrates",55.9,6.838,3
1327934,"Cronobacter phage CR8","bacteria",50.8,149.162,269
1357714,"Caulobacter phage Cr30","bacteria",37.8,155.997,286
1221835,"Acinetobacter phage YMC/09/02/B1251","bacteria",39.1,45.364,62
263892,"Bougainvillea chlorotic vein banding virus","land plants",42.1,8.759,4
40281,"Cryphonectria hypovirus 1","fungi",52.3,12.734,2
1127357,"Salmonella phage SPN9CC","bacteria",47.3,40.128,62
2017712,"Porcine feces-associated gemycircularvirus","vertebrates",50.2,2.204,2
2233540,"Enterococcus phage LY0323","bacteria",34.7,40.876,60
2590896,"Vibrio phage Brizo","bacteria",40.1,120.106,181
2710494,"Bacteroides phage ARB25","bacteria",46.6,37.389,44
864694,"Bimbo virus","vertebrates",36.3,10.969,10
331278,"Yersinia phage phiR1-37","bacteria",32.5,262.391,367
2563542,"Pseudomonas phage vB_Pae_CF124b","bacteria",58.8,29.118,43
2812937,"Mycobacterium phage Lulwa","bacteria",66.5,67.689,99
2914442,"Gordonia phage Amok","bacteria",61.1,45.278,68
1732063,"Staphylococcus phage SPbeta-like","bacteria",30.5,127.726,156
2047839,"Mycobacterium phage ForGetIt","bacteria",60.6,51.05,87
1286214,"Yellow baboon polyomavirus 2","vertebrates",41.3,5.181,6
1922368,"Beihai blue swimmer crab virus 1","invertebrates",48.8,12.469,1
1927714,"Soybean latent spherical virus","land plants",42.8343,13.946,2
692069,"Falcon aviadenovirus A","vertebrates",43.5,39.008,24
2656611,"Mycobacterium phage Traft412","bacteria",63.7,51.223,86
2115848,"Salmonella phage SE1 (in:Nonagvirus)","bacteria",43.4,60.03,93
1815968,"Salmonella phage SJ46","bacteria",48.6,103.445,122
221543,"Tomato yellow leaf curl Thailand virus-[Y72]","land plants",41.9,2.748,6
2488975,"Mycobacterium phage Morizzled23","bacteria",64.6,155.131,231
2571081,"Human lung-associated vientovirus ES","human",34.3,3.054,3
1881292,"Vibrio phage 1.024.O._10N.261.45.F8","bacteria",49.1,58.892,83
2029171,"Escherichia phage vB_Eco_SLUR75","bacteria",44.7,59.88,87
1229792,"Propionibacterium phage P1.1","bacteria",54.4,29.348,45
979539,"Vibrio phage ICP3_2009_B","bacteria",42.8,39.042,45
1920772,"Gentian ovary ringspot virus","land plants",40.3412,9.388,7
190062,"Fowl aviadenovirus B","vertebrates",56.6,45.838,36
269275,"Squash leaf curl China virus - [B]","land plants",42.6022,5.455,8
1567486,"Escherichia phage P88","bacteria",52.9,35.814,53
1922566,"Beihai picorna-like virus 23","invertebrates",42.4,9.176,2
1522091,"Clostridium phage phiCDHM14","bacteria",30.6,32.651,50
2293304,"Spider associated circular virus 3","invertebrates",43.7,1.889,2
205877,"Mycobacterium phage Bxz1","bacteria",64.8,156.102,225
1647525,"Moraxella phage Mcat10","bacteria",44.1,24.841,33
655843,"Sunn hemp leaf distortion virus [India:Barrackpore3:2008]","land plants",42.9,2.774,6
926589,"Escherichia phage PhaxI","bacteria",44.5,156.628,209
2054920,"Chequa iflavirus","invertebrates",37.9,9.932,1
540070,"Common midwife toad virus","vertebrates",55.3,107.772,104
2758136,"bat polyomavirus 3b","vertebrates",40.9,4.903,4
2908151,"Staphylococcus phage 92","bacteria",35.7,42.431,64
1923688,"Wuchang cockroach Virus 4","invertebrates",55.6,2.972,1
2219120,"Lepus americanus faeces associated genomovirus SHP7","vertebrates",53,2.142,2
2892350,"Lactococcus phage ASCC465","bacteria",34.6,31.772,56
1340821,"Mycobacterium phage Velveteen","bacteria",61.5,54.314,100
2584396,"Plant associated genomovirus 24","land plants",51.8,2.15,2
1849335,"Arabidopsis halleri partitivirus 1","land plants",45.6736,3.722,2
40065,"Chenuda virus","invertebrates",55.3583,17.91,12
2873533,"Mycobacterium phage Newrala","bacteria",61.6,52.566,99
1214459,"Citrus yellow vein clearing virus","land plants",51.4,7.531,6
1720595,"Bellflower vein chlorosis virus","land plants",41.8,11.649,1
1933110,"Escherichia phage vB_EcoP_F","bacteria",50,39.3,48
1289601,"Streptococcus phage phiS10","bacteria",41.8,35.373,54
2793698,"Gordonia phage NancyRae","bacteria",67.3,49.775,73
2517950,"Mycobacterium phage GodPhather","bacteria",67.6,61.415,91
375009,"East African cassava mosaic virus (Uganda variant)","land plants",44.4065,5.576,7
1916207,"Streptococcus phage IPP9","bacteria",40,41.185,63
674983,"Pleurotus ostreatus virus 1","fungi",49.7282,4.519,2
2696448,"Escherichia phage tinuso","bacteria",44.8,50.856,83
1821221,"Mycobacterium phage Eidsmoe","bacteria",62.5,52.946,96
1980493,"Thottapalayam virus","vertebrates",37.5454,11.732,3
754042,"Synechococcus phage S-SKS1","bacteria",36,208.007,281
471728,"Seal picornavirus type 1","vertebrates",43.7,6.718,1
1978413,"Watermelon virus A","land plants",37.2,8.372,4
185959,"Spiroplasma phage C74","bacteria",23.2,7.768,13
1628722,"Acinetobacter phage YMC11/12/R1215","bacteria",37.6,44.866,85
329851,"Tomato yellow leaf curl China virus-[Y193]","land plants",42.7,2.742,6
2730618,"Metallosphaera rod-shaped virus 1","archaea",34.1,20.269,27
2686380,"Lactobacillus phage JNU_P10","bacteria",45.1,41.955,68
2755144,"Grapevine-associated poty-like virus 1","land plants",37.7,11.032,1
1289600,"Streptococcus phage phiD12","bacteria",39.6,50.47,60
2547246,"Escherichia phage Minorna","bacteria",51.5,43.264,57
2499025,"Gordonia phage Kenna","bacteria",63,53.215,98
2584399,"Plant associated genomovirus 5","land plants",48,2.167,2
2710501,"Bacteroides phage DAC23","bacteria",23.6,179.161,257
2571076,"Human lung-associated brisavirus II","human",33.4,3.023,3
2591416,"Brevibacterium phage AGM14","bacteria",60.8,36.678,53
223302,"Pepper golden mosaic virus-[CR]","land plants",45,2.619,4
2017080,"Human fecal virus Tarto","human",30.8,3.903,5
1892569,"Cronobacter phage Pet-CM3-4","bacteria",39.8,171.975,279
1165137,"Lactococcus phage ASCC284","bacteria",34.7,33.178,57
2041206,"Streptomyces phage Daudau","bacteria",67.1,50.602,83
1458711,"Mycobacterium phage Hawkeye","bacteria",57,67.383,104
2905681,"Bacteriophage P2","bacteria",50.2,33.593,43
2653752,"Microbacterium phage Zanella","bacteria",67,42.108,58
88387,"Ophiostoma mitovirus 4","fungi",26.7,2.599,1
1162304,"Clostridium phage phiCP7R","bacteria",34.8,18.397,26
1486428,"Enterococcus phage EFC-1","bacteria",35,40.286,59
1720500,"Escherichia phage slur07","bacteria",35.4,167.124,266
2713145,"Sporosarcina phage Lietuvens","bacteria",49.9,64.517,100
469660,"Thalassomonas phage BA3","bacteria",40.9,37.313,47
11153,"Canine coronavirus","vertebrates",37.5,29.462,11
2582871,"Tortoise genomovirus 10","vertebrates",53.8,2.2,2
2419750,"Pseudomonas phage PaSzW-1","bacteria",49.4,94.315,159
381543,"Salmon aquaparamyxovirus","vertebrates",45.9,16.968,9
2502424,"Mycobacterium phage Norm","bacteria",64.7,155.55,233
390442,"Tomato yellow leaf curl Vietnam virus","land plants",42.3,2.745,6
2548074,"Streptococcus phage Javan254","bacteria",39.3,38.556,52
2656528,"Gordonia phage AndPeggy","bacteria",59.7,44.609,63
398809,"TGEV Miller M6","vertebrates",37.7,28.542,9
1686431,"Equine parapoxvirus","vertebrates",68,43.686,43
257464,"Potato black ringspot virus","land plants",47.2078,11.369,2
2219129,"Lynx canadensis faeces associated genomovirus CL3 128","vertebrates",49.2,2.188,2
2507572,"Shrew hepatitis B virus","vertebrates",46,3.165,4
2591127,"Mycobacterium phage Groupthink","bacteria",64,50.574,89
2050585,"Bat associated cyclovirus 2","vertebrates",43.4,1.771,2
2020423,"Hypsugo bat coronavirus HKU25","vertebrates",42.2,30.498,11
2652402,"Mycobacterium phage Jeeves","bacteria",62.1,52.466,101
2230898,"Bark beetle-associated genomovirus 3","invertebrates",52.4,2.125,2
2231696,"Sclerotinia sclerotiorum endornavirus 3","fungi",41.9,12.631,1
1887654,"Gordonia phage Terapin","bacteria",59.6,66.611,97
2301568,"Mycobacterium phage PHappiness","bacteria",61.6,57.989,104
2590946,"Streptomyces phage Celia","bacteria",68.6,50.493,77
693997,"Alphacoronavirus 1","vertebrates",37.1,30.004,12
2108137,"Enterobacter phage myPSH1140","bacteria",39.9,172.614,240
290057,"Foot-and-mouth disease virus O/ES/2001","vertebrates",55.7,8.163,1
2572531,"Microbacterium phage DizzyRudy","bacteria",56.4,55.815,86
2562142,"Edwardsiella phage pEt-SU","bacteria",43.2,276.734,284
1414739,"Vibrio phage SHOU24","bacteria",46,77.837,96
1913048,"Shigella phage SH6","bacteria",45.8,50.552,82
2713315,"Salmonella phage renfri","bacteria",45.9,52.952,72
2081618,"Mycobacterium phage Asriel","bacteria",62.8,74.594,142
2301570,"Mycobacterium phage QuickMath","bacteria",61.7,57.526,105
412688,"Euphorbia leaf curl Guangxi virus","land plants",42.7,2.747,6
2696414,"Escherichia phage lillemer","bacteria",47.1,5.492,7
1881354,"Vibrio phage 1.237.B._10N.261.52.C5","bacteria",48.8,60.16,95
2016050,"Acinetobacter phage vB_AbaP_B3","bacteria",39.3,40.598,49
1244563,"Culex theileri flavivirus","invertebrates",52.1,10.28,1
908126,"Okra enation leaf curl virus [India:Munthal EL32:2006]","land plants",44.8,2.723,6
12450,"Saccharomyces cerevisiae killer virus M1","fungi",42.1,1.801,1
1476978,"Enterococcus phage AUEF3","bacteria",34.5,41.257,68
2558557,"Streptococcus satellite phage Javan19","bacteria",36.2,14.876,25
2562542,"Klebsiella phage Spivey","bacteria",44.9,110.618,164
1460361,"Pseudomonas phage phiPsa267","bacteria",47.7,100.18,176
1173755,"Salmonella phage FSL SP-039","bacteria",56.6,59.815,71
2558632,"Streptococcus satellite phage Javan317","bacteria",34.2,12.027,21
2719595,"Pseudomonas phage antinowhere","bacteria",55.2,65.852,92
1260287,"Bacillus phage Sole","bacteria",39.6,14.444,30
2599764,"Sinorhizobium phage ort11","bacteria",44.2,75.239,103
2419644,"Streptococcus phage SW23","bacteria",37,31.422,45
1429792,"Mycobacterium phage Melvin","bacteria",63.9,51.369,91
2691085,"Yersinia phage vB_YepM_ZN18","bacteria",35.4,167.948,264
1852627,"Morganella phage vB_MmoP_MP2","bacteria",46.9,39.616,55
2548212,"Streptococcus phage Javan498","bacteria",38.5,31.625,48
2072209,"Esparto virus","invertebrates",29.5,183.261,87
1675554,"Mycobacterium phage Pops","bacteria",66.6,68.367,99
1903259,"Vibrio phage CKB-S1","bacteria",61.4,48.157,58
2592414,"Lynx rufus smacovirus 1","vertebrates",52,2.435,2
2003500,"mischivirus B1","vertebrates",45.3,6.855,1
2079284,"Mycobacterium phage OldBen","bacteria",61.5,57.159,101
1737583,"Duck parvovirus JS-CZ-2013","vertebrates",46,5.129,2
186373,"Vanilla mosaic virus","land plants",42.4,9.828,1
2365046,"Streptococcus phage CHPC919","bacteria",38.3,37.281,46
2591056,"Shigella phage CM8","bacteria",35.3,167.247,269
1312724,"Vigna yellow mosaic virus","land plants",42.2,2.602,5
2029673,"Lactococcus phage 88605","bacteria",34.5,31.508,54
1249677,"Heterobasidion partitivirus 8","fungi",48.9756,4.516,2
2548281,"Streptococcus phage Javan6","bacteria",40.3,33.8,49
2548149,"Streptococcus phage Javan40","bacteria",43.4,34.653,36
260379,"Tomato leaf curl Mali virus","land plants",41.9,2.773,6
1175659,"Pseudomonas phage PaMx28","bacteria",66.5,55.108,74
56820,"Chipmunk parvovirus","vertebrates",50.7,5.205,4
1032895,"Mycobacterium phage Timshel","bacteria",63.1,53.278,85
2517972,"Mycobacterium phage WaldoWhy","bacteria",59.7,64.529,89
2892345,"Lactobacillus phage phiJL-1","bacteria",39.4,36.674,46
1561705,"Bovine polyomavirus 3","vertebrates",46.1,4.861,5
2182356,"Microbacterium phage Oats","bacteria",63.4,41.555,62
40004,"Tyuleniy virus","invertebrates",53.1,10.673,1
2530142,"Mycobacterium phage Purgamenstris","bacteria",66.1,42.595,70
2419969,"Arthrobacter phage Sputnik","bacteria",58,14.927,23
1460071,"Antheraea pernyi iflavirus","invertebrates",36.1,10.176,1
2591212,"Gordonia phage Zipp","bacteria",67.4,61.219,89
2756244,"bank vole virus 1","vertebrates",39.4,16.992,7
2599422,"Rhizoctonia solani mitovirus 31","fungi",42.1,3.82,1
2696434,"Escherichia phage nom","bacteria",43.6,136.114,208
2490814,"Sclerotium rolfsii hypovirus 3","fungi",51.2,10.739,1
2483718,"Corynebacterium phage Cruella","bacteria",52.3,66.714,92
691956,"Avihepatovirus A","vertebrates",43,7.8,1
1922758,"Beihai zhaovirus-like virus 2","invertebrates",36.4,9.086,1
10317,"Cercopithecine alphaherpesvirus 2","vertebrates",76,150.715,75
1932118,"Ochrobactrum phage POI1126","bacteria",56.2,59.782,78
42159,"Morro Bay virus","invertebrates",41.7,0.976,2
2859489,"Gordonia phage Madi","bacteria",59.5,66.439,95
1608094,"Wenzhou Tick Virus","invertebrates",48.278,18.291,3
1567465,"Mycobacterium phage Chandler","bacteria",67.5,69.451,103
2606583,"Vibrio phage vB_VchM_VP-3213","bacteria",46.3,40.999,53
2052821,"Corynebacterium phage phi673","bacteria",51.1,44.53,56
2656523,"Arthrobacter phage BeatusComedenti","bacteria",63.4,58.687,100
2483879,"Streptococcus phage SW7","bacteria",39.1,35.917,42
2301709,"Mycobacterium phage Maroc7","bacteria",63.5,53.35,92
1844927,"Lonestar tick chuvirus 1","invertebrates",45.8,11.163,4
1983656,"Dickeya phage XF4","bacteria",49.4,151.519,196
142661,"Canary circovirus","vertebrates",51.3,1.952,2
2722917,"Falli virus","invertebrates",49.7,10.974,1
2502458,"Mycobacterium phage Kamryn","bacteria",64.7,156.36,233
1234888,"Dragonfly-associated microphage 1","invertebrates",58.6,4.472,5
2015838,"Arthrobacter phage Tophat","bacteria",61.6,70.091,111
1340825,"Mycobacterium phage Trouble","bacteria",63.6,52.102,94
1873455,"Atypical porcine pestivirus 1","vertebrates",46.2,11.509,1
2743920,"Microbacterium phage Livingwater","bacteria",68.6,17.45,25
12261,"Cowpea severe mosaic virus","land plants",41.6837,9.689,2
11888,"Rous sarcoma virus - Prague C","vertebrates",53.8,9.625,5
687385,"Torque teno canis virus","vertebrates",54.6,2.797,3
90963,"Chlamydia phage CPG1","bacteria",41,4.529,9
2201742,"Pasteurella phage Pm86","bacteria",38.5,56.048,81
1272952,"New Minto virus","invertebrates",49,11.156,5
2902794,"Mycobacterium phage Acadian","bacteria",68.4,69.864,97
2548083,"Streptococcus phage Javan268","bacteria",42,35.214,50
2656532,"Gordonia phage Crocheter","bacteria",51.6,60.531,91
2601683,"Burkholderia phage AMP1","bacteria",61.8,42.798,48
1881311,"Vibrio phage 1.068.O._10N.261.51.F8","bacteria",44.8,47.038,53
306025,"Cotton leaf curl Multan betasatellite","land plants",40.9,1.361,1
208973,"Choristoneura fumiferana multiple nucleopolyhedrovirus","invertebrates",50.1,129.593,146
126989,"Xanthomonas phage phiLF","bacteria",59.9,6.062,10
2219116,"Alces alces faeces associated genomovirus MP84","vertebrates",53.1,2.175,2
400395,"Peace lily mosaic virus","land plants",41.8,9.882,1
1165150,"Lactococcus phage ASCC460","bacteria",34.5,32.242,59
1913043,"Mycobacterium phage Tuco","bacteria",63,76.944,148
2510508,"Gordonia phage Tiamoceli","bacteria",67.7,55.829,80
2548270,"Streptococcus phage Javan578","bacteria",41.2,36.699,59
2548306,"Streptococcus phage Javan78","bacteria",37.8,36.493,53
494652,"Porcine hokovirus","vertebrates",51.2,5.114,3
1985387,"Miniopterus associated gemycircularvirus 1","vertebrates",54.4,2.193,2
2530025,"Pseudomonas phage vB_PaeP_TF17","bacteria",45.2,43.58,55
1802949,"Ceratitis capitata sigmavirus","invertebrates",34.1,12.583,6
991022,"Seal anellovirus TFFN/USA/2006","vertebrates",46.8,2.164,3
134632,"Ilarvirus APLPV","land plants",44.5403,7.83,4
33765,"Tobacco vein banding mosaic virus","land plants",41.8,9.57,2
2250328,"Mycobacterium phage Glexan","bacteria",62.9,76.498,148
1881447,"Vibrio phage 1.264.O._10N.286.51.F2","bacteria",42.8,47.739,67
2558850,"Streptococcus satellite phage Javan755","bacteria",38.4,14.401,23
2047833,"Mycobacterium phage AgentM","bacteria",60.9,50.503,85
515446,"Verbena virus Y","land plants",41.3,9.742,2
2735399,"Phytophthora cactorum RNA virus 1","fungi",55.4,5.699,2
1527534,"Mycobacterium phage Swirley","bacteria",61,49.717,87
11233,"Canine distemper virus strain Onderstepoort","vertebrates",43,15.69,6
185899,"rhinovirus B26","human",39,7.211,1
1417756,"Feline bocaparvovirus 2","vertebrates",43.3,5.479,4
2710504,"Bacteroides phage SJC01","bacteria",46.1,38.129,49
2572532,"Mycobacterium phage Bananafish","bacteria",68.9,67.366,93
1701864,"Pseudomonas phage Nessie","bacteria",54.9,65.762,88
1165141,"Lactococcus phage ASCC337","bacteria",34.5,32.275,58
2029169,"Escherichia phage vB_Eco_SLUR25","bacteria",44.8,58.998,89
1636547,"Tsukamurella phage TIN4","bacteria",59.3,76.268,109
269103,"Mungbean yellow mosaic virus - Soybean [Pakistan]","land plants",43.2,2.729,6
2591206,"Gordonia phage Charming","bacteria",67.1,58,88
284054,"French barley mosaic virus","land plants",44.3,4.798,4
1923558,"Wenzhou channeled applesnail virus 2","invertebrates",37.2,10.481,2
2138299,"Aeromonas phage AhSzw-1","bacteria",43.8,115.739,141
2293273,"Arboreal ant associated circular virus 1","invertebrates",45.7,1.769,2
168586,"Foot-and-mouth disease virus O/SKR/2000","vertebrates",53.1,7.813,1
12301,"Broad bean mottle virus","land plants",43.214,8.25,4
2880539,"Bacillus phage 250","bacteria",36.4,56.505,54
1927014,"Pectobacterium phage PP81","bacteria",48.9,40.751,53
1558467,"Vibrio phage J2","bacteria",50.6,39.53,48
2686259,"Flavobacterium phage vB_FspS_mumin6-1","bacteria",29.2,38.527,67
1923242,"Hubei sobemo-like virus 9","invertebrates",43.2,2.782,2
2231353,"Salmonella phage S130","bacteria",39.2,110.091,150
2719195,"Pseudomonas phage Epa38","bacteria",64.3,61.775,89
2593638,"Bacillus phage vB_BmeM-Goe8","bacteria",38.9,161.583,246
1738045,"Andrographis yellow vein leaf curl virus","land plants",43.7,2.754,5
11591,"Uukuniemi virus","invertebrates",47.719,11.372,5
46221,"Porcine circovirus","vertebrates",48.7,1.767,3
889951,"Cyanophage KBS-P-1A","bacteria",47.4,45.73,57
2250415,"Arthrobacter phage MediumFry","bacteria",50.9,56.978,85
208177,"Tomato leaf curl Vietnam virus","land plants",42.7,2.745,6
2548280,"Streptococcus phage Javan599","bacteria",41.3,39.405,42
2813838,"Yersinia phage vB_YpP-YepMm","bacteria",47.1,38.512,43
930168,"Sweet potato collusive virus","land plants",25.7,7.723,4
1521172,"Heterobasidion mitovirus 1","fungi",40,4.379,1
1923161,"Hubei picorna-like virus 77","invertebrates",37,8.961,4
2495555,"Staphylococcus phage SP276","bacteria",35.4,40.147,70
1572754,"Escherichia phage P694","bacteria",48.4,40.477,50
1873998,"Bacillus phage Kida","bacteria",38.7,162.151,304
1846259,"Gannoruwa bat lyssavirus","vertebrates",44.5,11.919,5
471181,"Macaca fascicularis papillomavirus 3","vertebrates",48.8,7.935,8
1508672,"Escherichia coli O157 typing phage 10","bacteria",48.9,39.234,50
403897,"Corchorus yellow spot virus","land plants",46.2551,5.195,6
2686257,"Flavobacterium phage vB_FspS_lillamy9-7","bacteria",29.4,37.531,70
1173750,"Salmonella phage FSL SP-038","bacteria",51.1,39.915,55
2704042,"Mycobacterium Phage BGlluviae","bacteria",66.5,59.308,95
2582885,"Tortoise genomovirus 23","vertebrates",53.6,2.178,2
2794368,"Campylobacter phage F360","bacteria",26.2,131.919,164
1632184,"Tomato enation leaf curl virus","land plants",42.3,2.756,6
2588516,"Aeromonas phage 4_4512","bacteria",52.3,41.963,62
1131483,"Eidolon helvum (bat) parvovirus","vertebrates",53.1,5.065,4
2070496,"Mycobacterium phage D12","bacteria",67.6,61.29,89
1772308,"Arthrobacter phage Moloch","bacteria",60,15.63,26
2358449,"Psammotettix alienus iflavirus 1","invertebrates",40.3,10.836,1
2686080,"Arthrobacter phage DrYang","bacteria",62.2,69.061,105
1923351,"Jingmen tombus-like virus 1","vertebrates",56.8,7.949,2
2666261,"Escherichia phage FP43","bacteria",37.7,169.248,266
1881402,"Vibrio phage 1.177.O._10N.286.45.E10","bacteria",42.1,45.439,80
439420,"Bean leaf curl Madagascar virus","land plants",45.3,2.754,6
1561067,"Heliothis virescens ascovirus 3j","invertebrates",45.6,191.718,189
213777,"Lactococcus lactis phage p272","bacteria",34.1,30.778,61
552509,"Leptopilina boulardi filamentous virus","invertebrates",22.1,111.453,108
2137546,"Rodent bocavirus","vertebrates",41.5,5.14,4
1675603,"Citrobacter phage Michonne","bacteria",38.8,90,143
1698360,"Klebsiella phage JD18","bacteria",39.6,166.313,278
1922584,"Beihai picorna-like virus 40","invertebrates",43.4,6.214,1
1589273,"Pseudomonas phage PhiCHU","bacteria",52,45.626,73
1923212,"Hubei sobemo-like virus 26","invertebrates",50.7,3.211,2
1414738,"Shigella phage pSb-1","bacteria",42.7,71.629,103
1211286,"Staphylococcus phage SP6","bacteria",34.5,42.902,61
220944,"Tomato yellow leaf curl virus - Mild","land plants",41.4,2.79,6
1538804,"Vibrio phage VpKK5","bacteria",51.3,56.637,80
2591100,"Escherichia phage Peacock","bacteria",50.1,39.233,55
1922893,"Hubei endorna-like virus 1","invertebrates",35.2,13.693,1
1868597,"Pseudomonas phage AN14","bacteria",64.5,60.973,86
2591099,"Escherichia phage Mansfield","bacteria",46.1,68.12,105
147679,"rhinovirus B48","human",40.2,7.214,1
452668,"Wheat dwarf virus - [Sanxi Yuncheng]","land plants",48.3,2.75,4
2686308,"Acinetobacter phage vB_AbaM_Apostate","bacteria",36.8,164.746,244
2588507,"Gordonia phage McKinley","bacteria",67.6,59.022,88
2674978,"Synechococcus phage B3","bacteria",35.4,244.93,370
2686218,"Cutibacterium phage P106C","bacteria",54.2,29.641,46
1416027,"Escherichia phage bV_EcoS_AHP24","bacteria",43.8,46.719,78
520973,"Calicivirus pig/AB90/CAN","vertebrates",54.3,6.434,2
2014350,"Mycobacterium phage Bogie","bacteria",66.9,48.639,81
1849542,"Fusarium poae mycovirus 1","fungi",50.2,9.148,2
1874581,"Lactococcus phage 6W06","bacteria",34.9,32.793,59
2656606,"Mycobacterium phage Stark","bacteria",63,74.731,141
1913082,"Streptococcus phage CHPC926","bacteria",37,30.077,44
269281,"Stachytarpheta leaf curl virus - [Hn6.1]","land plants",42.5,2.751,6
2563583,"Pseudomonas phage vB_Pae_CF65a","bacteria",58.9,52.662,89
2024011,"Lactococcus phage vB_Llc_bIBBF14","bacteria",34.7,29.837,56
2488858,"Enterococcus phage Nonaheksakonda","bacteria",34.6,41.994,74
2591030,"Aeromonas phage LAh_6","bacteria",42.3,101.39,164
2447808,"Pipistrellus pipistrellus polyomavirus 1","vertebrates",40.9,4.873,4
2743824,"Flavobacterium phage vB_FspP_elemoA_5-9A","bacteria",31.8,60.073,89
2315619,"Streptomyces phage Kromp","bacteria",71.4,58.268,95
2137544,"Pileated finch aveparvovirus","vertebrates",43.8,5.368,3
1229751,"Lactococcus phage BM13","bacteria",36,30.91,55
1000677,"Tomato leaf curl Joydebpur virus-India [India/Jaunpur/Chilli/2007]","land plants",44.1,2.771,6
2562188,"Microbacterium phage Riyhil","bacteria",63.5,41.812,63
2017083,"Human fecal virus Jorvi4","human",45.7,2.343,2
2885922,"Citrobacter phage Stevie","bacteria",42.8,49.816,90
1685733,"Lake Sarah-associated circular molecule 8","invertebrates",45.8,1.182,1
2054613,"Rodent Torque teno virus 6","vertebrates",45.5,2.505,3
461287,"Foot-and-mouth disease virus O/UKG/3952/2001","vertebrates",53.7,8.193,1
2713267,"Streptomyces phage Wakanda","bacteria",52.6,126.614,228
2794370,"Campylobacter phage F365","bacteria",26.2,131.925,163
398296,"Tomato yellow leaf curl Sardinia virus-Israel","land plants",40.6,2.773,6
221037,"Honeysuckle yellow vein betasatellite","land plants",39.1,1.344,1
1923710,"Wuhan house centipede virus 6","invertebrates",43.5505,4.746,3
2126791,"Mycobacterium phage Skipitt","bacteria",63.9,51.365,87
2419761,"Escherichia phage vB_Eco_mar003J3","bacteria",39.8,115.471,163
2500802,"Mycobacterium phage Emiris","bacteria",66.4,69.027,104
425303,"Tomato leaf curl Seychelles virus","land plants",43.9,2.742,3
2719192,"Pseudomonas phage Epa25","bacteria",55.6,66.811,95
561999,"Mycobacterium phage Troll4","bacteria",59.6,64.618,84
2992645,"Staphylococcus phage phi 13","bacteria",33.5,42.722,49
2487100,"Yerba mate chlorosis-associated virus","land plants",38.3,12.595,7
1701851,"Rhodococcus phage CosmicSans","bacteria",58.5,46.596,66
269284,"Tobacco leaf curl Yunnan virus - [Y161]","land plants",42.3,2.747,6
2116490,"Guangdong red-banded snake chuvirus-like virus","vertebrates",40.8,10.625,3
544573,"simian sapelovirus 2","vertebrates",38.9,7.971,1
2743916,"Microbacterium phage Cicada","bacteria",66.5,42.35,63
1922736,"Beihai uca arcuata virus 1","invertebrates",51.7,6.381,1
1922683,"Beihai sobemo-like virus 12","invertebrates",41.4,3.799,2
2725626,"Mycobacterium phage Chris","bacteria",67.2,62.067,100
1718669,"Escherichia phage SUSP2","bacteria",40.2,88.698,132
2301617,"Mycobacterium phage Salacia","bacteria",64.7,156.61,236
382685,"Lactococcus phage Q54","bacteria",37.1,26.537,47
1340835,"Mycobacterium phage Shrimp","bacteria",64.7,155.714,235
1784947,"Streptomyces phage Xkcd426","bacteria",68.8,64.477,78
2548310,"Streptococcus phage Javan85","bacteria",41.2,43.572,58
338123,"Enterobacteria phage NC56","bacteria",44.4,5.386,11
1891765,"Betapolyomavirus quartihominis","human",39.2,5.229,5
1685747,"Lake Sarah-associated circular virus-20","invertebrates",49.4,1.632,2
2060121,"Salmonella phage BPS15S6","bacteria",38.8,87.609,130
1923776,"Xinzhou partiti-like virus 1","invertebrates",46.3252,2.745,2
2662284,"Pectobacterium phage MA13","bacteria",53.4,42.464,33
2675259,"Lactococcus phage CHPC967","bacteria",35.7,22.405,41
2593344,"Mycobacterium phage AvadaKedavra","bacteria",58.7,73.721,124
172667,"Yersinia phage PY54","bacteria",44.6,46.339,67
1887641,"Gordonia phage Bantam","bacteria",64.7,92.58,168
2502410,"Escherichia phage vB_EcoM_G2248","bacteria",40.5,170.678,277
2027279,"Lactococcus phage LP1502c","bacteria",35.1,30.247,52
2340996,"Moosepox virus GoldyGopher14","vertebrates",26.9,164.258,169
1881197,"Vibrio phage 1.115.B._10N.222.49.B11","bacteria",43.2,37.416,71
1904409,"Miniopterus schreibersii polyomavirus 2","vertebrates",42.6,4.877,6
235994,"Rosellinia necatrix partitivirus 1-W8","fungi",48.4362,4.578,2
1932362,"Klebsiella phage K5-4","bacteria",53.1,40.163,42
2558720,"Streptococcus satellite phage Javan479","bacteria",36.7,11.389,25
1923702,"Wuhan heteroptera virus 2","invertebrates",47.8003,4.982,3
1960654,"Klebsiella phage 1 LV-2017","bacteria",50.4,29.88,24
2056548,"Yado-kari virus 2","fungi",47.1,5.85,1
1690805,"Propionibacterium phage PAC1","bacteria",54,29.605,42
398815,"Porcine respiratory coronavirus ISU-1","vertebrates",37.5,27.55,8
2169984,"Barley yellow dwarf virus MAV","land plants",47.8,5.273,7
1636576,"Lactococcus phage 936 group phage PhiE1127","bacteria",34.6,32.27,60
2704504,"Callithrix penicillata papillomavirus type 2","vertebrates",40.7,7.25,7
